x,y
340397.0067705434,384667.04667726887
338074.9657092844,393169.010176573
334984.96776456013,390025.05263433343
334987.9657896465,392620.02998468076
338181.0223890491,392742.0234923089
336553.9972351687,390011.00480783475
343215.96603302704,392205.03144048684
341030.9832866169,385896.94820448593
337992.98751359835,393272.005486072
343430.0130633921,388915.0298173244
333583.9751534016,395985.98348779534
335507.9960635268,389910.9721440516
337384.0252498369,391285.99090612266
339953.02654113923,395407.974122995
340740.99492749886,389931.9458461837
335009.0076705049,396518.9644328512
337384.0252498369,391285.99090612266
336032.9857429533,396039.9980884935
337781.9861620386,389973.01483186334
335544.0216328462,387973.9659367903
335311.97116479324,393015.046030079
336086.99168735463,387914.98364520445
334774.0037838628,389007.9513234946
337949.02217355784,388836.0075149527
334733.9734390413,390576.95019970526
334625.9693192836,390651.989029646
341231.010259711,389713.9885694468
337118.9995922348,392717.9651936794
340432.9718352064,391979.99807174527
334820.9721201321,390332.9627763003
337410.97140471655,386969.0096995008
339079.0249799732,389647.051815723
337894.02559284837,389354.0099649371
335239.9717594582,390749.0344117791
340031.0187993407,392575.0118338218
343246.97527807276,388953.046798088
340403.98316667764,389475.97811380925
334442.01904959895,390370.01683758263
334733.9734390413,390576.95019970526
340944.02668729477,395226.02918573667
342105.0128982826,391788.00733986235
337820.98451001523,391069.0448578912
336182.0177041186,396006.04915701796
340774.0298717941,394195.0423236425
339683.99567650753,393451.9802130573
342516.99115595163,385217.00871750375
335643.97732959635,393372.0316869086
336350.9838182876,395296.9887341442
339216.0191865917,394837.0213462845
334333.9732009439,390279.04909539095
341574.0179365496,397427.9606602939
335438.9685437846,394213.0169672304
337256.97148368414,391059.017547589
334562.0140933892,382190.01470512565
334714.0105749696,390324.9783324408
342917.97543208016,393611.01002784434
342360.0117558416,396226.972085273
336281.9999502417,386629.996549526
343280.9923402748,388528.0527954262
334630.0041161485,389634.04363902286
341477.99520144507,390220.9723380792
336823.97372699337,392307.9767080196
339219.97088941134,394731.04370177136
336609.0259572951,396707.97502824967
338865.0203651385,394251.0486971012
336802.00381367945,392544.04786340264
336245.0170435314,392011.97798378894
341953.97606652725,390778.0060952009
338917.97220223886,395767.9469075329
339784.9659428223,391246.04932027095
343878.9914295831,391695.9822558462
343764.9991555006,395126.9806446342
336352.9870231616,392439.020136654
335725.0279268379,393674.026911218
337895.97762193746,388610.05120596476
336097.9795798185,386918.9878390564
334587.9852078082,390895.97068180377
336529.9882034857,388332.96018212073
342604.969507767,387689.02374604996
339291.9763479376,388341.0510544154
338421.96665880113,385987.9716147212
334843.98999847757,390126.01947328023
339701.0189712098,395849.020230319
338094.01836722635,389340.0425992589
340271.0129254337,384880.03587679943
343465.9696315458,391835.9747017963
339002.02538956655,391758.00055613165
336886.0216924776,394960.0146437901
335199.98806311924,390717.98108849325
339701.0189712098,395849.020230319
338453.0114577471,395023.02982497966
336262.0122147844,395924.96709815605
334470.9647297392,390164.992146367
338094.01836722635,389340.0425992589
344345.9923183023,390943.9910911995
342134.9988059587,395427.04537206393
335126.9716260466,390779.9563307754
343019.0078805343,387488.97959163337
334442.01904959895,390370.01683758263
334480.0133274783,390323.98188853986
336018.0046013266,389618.98511206306
344895.0240363416,385149.9476062632
334974.02395622066,390399.9566611327
344957.0131460845,389967.95538840466
342389.01915238146,386806.97687207075
334231.0029096337,396275.02973450656
334964.9878360995,390322.9713604873
342779.9896768347,391985.97252220317
334480.0133274783,390323.98188853986
336097.9795798185,386918.9878390564
335037.97319114325,390015.98010235163
340565.9888494705,396527.0308218364
334773.9908760933,390697.0145047398
334241.9657295108,396494.9700184824
336413.0095951763,392038.98151585605
342514.9861317299,386615.9635070923
334233.9960962181,396910.00840825867
337063.9745521432,392778.0028304602
337990.97113474883,397139.0518849284
335814.0002945226,389748.0349686967
335635.00546922826,387898.95850366284
336485.0106236359,387806.04214793275
334302.0219970078,390588.04205202736
337519.96868628886,393908.00792945025
336337.0098619229,388866.9649404782
334577.991862322,389955.9955297327
340073.96929571265,385031.9509569986
343169.0307812886,382607.01817345707
340073.96929571265,385031.9509569986
334442.01904959895,390370.01683758263
341990.9772483568,390309.0127013535
335701.01195323514,394487.9540969628
339728.0074253699,387792.94972142956
338764.0303258901,397162.0152768531
334709.969027873,395757.9930627362
343116.01678128366,384605.954502965
336942.988365542,386871.9556583357
334860.9887777729,390510.9989461273
339865.99613897805,396976.9527619673
342314.0297433709,384864.9842653905
333518.9682884827,396558.0500026724
333492.0031713853,396014.9830610394
336413.0095951763,392038.98151585605
337649.98199062975,391304.9564159252
335153.01849555643,390171.9600939227
334951.0001070167,389870.96656306955
334565.99670338794,390699.9955753222
339030.96542586654,388703.0151548788
336959.9963553851,396730.9857432529
338314.9998136404,394286.0083950876
339190.99295813125,388474.9758295941
335624.9896995062,389815.02471263485
339668.9846258699,394218.02459318686
339101.02892539673,385566.9603404235
337896.97398973943,395128.9962364348
336551.9939604833,390323.02754599776
339450.9939277792,387526.9940959668
337889.9785672767,395268.95250053075
338215.9716210874,385357.98952410335
338826.9999162288,394495.9957457156
338314.9998136404,394286.0083950876
336010.0187835223,391905.9949076995
334948.0076006535,393971.94709945703
339993.9827330184,386479.97341463616
334851.9679771512,392237.0196199738
337831.0062488043,386282.97385715175
336875.9893961701,389449.02709607146
334947.9922628624,390199.028645283
334383.9969077446,390462.95140865195
340432.9718352064,391979.99807174527
338550.02056312194,388446.9730376893
336200.9689679196,395688.0081385607
337833.0249890662,388921.98018365086
342466.0210628939,383319.01130858733
337584.9812020934,391189.9832201161
339207.9937658962,391181.99090669095
342887.02369060495,385224.99939155043
334302.01405153016,390390.9841950845
334394.0208713816,389905.0199152866
336957.99558208825,395645.0269029055
338574.0272101997,389985.0395504794
338664.98885459366,394322.9588405303
338695.99966024974,397127.9593067654
338897.00002244045,393316.9883786999
342432.0185358942,392141.95977037883
338167.9908193767,392115.97875508416
338362.0009854276,388785.9980950912
336456.0110941471,390463.9562421939
342314.0297433709,384864.9842653905
344113.98909679963,385158.9767936004
341579.9866792131,397626.05352017866
335118.0166008878,390072.9651645073
339429.9660943588,388504.96075571916
341117.01431745023,389000.9664897113
338461.98972932703,392956.00031580566
340672.99687627866,391726.96689589106
342665.00089976704,392161.05015767366
344358.98482475785,390675.0228057708
334682.9930252411,392273.9535500062
334940.9871475012,393732.03515357507
336233.02219909406,391082.04578034393
338508.9952571715,397278.0428098166
338762.98144938634,392840.0482130625
337192.9768580498,387304.02593434195
340553.983422942,383466.97305891814
337062.00111204264,393353.95438720344
340100.0304994468,384613.0407682064
335099.9819634373,389673.9797733645
333371.9708174779,397444.94660270546
334565.99670338794,390699.9955753222
336350.9838182876,395296.9887341442
334901.00632929,392066.9929140763
337896.97398973943,395128.9962364348
345137.011701004,385798.0328649427
344837.0204110189,385747.9961314544
343584.0272437982,385650.02973728057
335132.99534543057,390845.96756402863
340835.0048701175,388860.94761823746
335239.9717594582,390749.0344117791
338695.99966024974,397127.9593067654
343662.0013751952,395501.9489485914
338965.9889549803,392828.96856062533
335105.0259769674,389415.9896902668
336597.96968027524,387602.02238195174
338131.972473338,389083.96587380016
336923.9742986233,391118.96548583364
340153.0010834239,395464.9660442932
334811.02424217475,391512.9976909301
336663.02288306766,392110.9576709257
339019.99622446334,392120.9453928588
335217.026976739,394976.02317188104
335313.0255660048,390713.9875046666
335078.97215552785,392146.9988296798
334705.0162632039,389330.02365089307
339404.99513666914,388351.95484201115
337297.99923292437,388865.0526747252
343521.9996336989,385392.9691590016
339550.0016239647,391878.03644481255
337672.00226513285,386842.9540591586
333181.97455345537,396539.9919843732
344305.0073916807,384755.9575534055
340397.0067705434,384667.04667726887
335863.96858859755,387298.0111680406
334641.01739230426,394426.0430866932
345288.9964590808,392566.025150249
334761.0201673981,397011.97015432606
336728.9890749851,389163.0270812781
340153.0010834239,395464.9660442932
336043.0224157373,394214.04482203705
334231.0095674363,390381.95558010164
333624.0262261437,385809.02474779123
336200.9689679196,395688.0081385607
336561.9898892307,395197.01471001294
344895.0240363416,385149.9476062632
344765.0189099377,384942.95228736673
338646.024303513,395462.0326141055
337020.99104229314,387208.9490280871
337969.0097186042,393667.9890317979
338664.98885459366,394322.9588405303
339164.9672620416,385010.03193056385
342779.9896768347,391985.97252220317
344273.9774452791,386600.9654413567
335507.9960635268,389910.9721440516
333354.99823536456,395986.98090859246
339655.99077948,388045.99566830584
341857.9864987185,387691.0095735277
339860.975499267,385951.0317688376
334851.9679771512,392237.0196199738
340796.9724267977,395050.9540989021
340477.9874743542,389109.98319901
335406.0165140323,392835.9529474906
340972.0012238902,391936.9706407526
333636.02445328725,396329.96892587375
338887.994824337,394794.96254281804
335437.9858794752,395191.9793830851
336495.992453537,394466.9747117494
338913.9878059778,393166.0014212761
333893.01392947574,390166.0145166152
341495.992215883,390655.0207002123
337356.0089528839,391333.98427444627
337521.02397086803,389446.03794442693
334176.9687377224,390914.0178808064
337297.97830249707,387652.0151211968
339754.9867201506,387597.00065719907
344677.0173869481,392543.99137102754
335870.01456846046,388084.0381476706
336901.0207111,388771.96281991614
334241.9657295108,396494.9700184824
337990.97113474883,397139.0518849284
336886.0216924776,394960.0146437901
342038.00783291354,392189.05110075756
334936.9968826361,390023.0409710158
337782.9937181136,392254.9913871113
335887.99585614784,395368.0035360975
345154.96919454995,390668.959605712
337144.0080123143,387620.006859823
339450.9939277792,387526.9940959668
337055.98541563615,389366.9639751761
335986.0066534918,388875.0327584386
342694.9763131927,387776.9462799578
338853.007807642,389817.9777336068
343436.01387182646,392816.0242439338
340284.99334551324,395450.94601073547
339587.9732234475,392551.0511389226
335643.00135437655,387650.05426858773
336032.9857429533,396039.9980884935
334964.9878360995,390322.9713604873
334232.9646456456,390943.9500959571
336431.99767847004,392730.0382365683
333387.00200136495,386323.96285150095
338215.9716210874,385357.98952410335
338215.9716210874,385357.98952410335
342883.97234270157,397288.98934465036
337404.97297829075,389802.9590622214
341203.02177282085,397592.0101319026
339701.0189712098,395849.020230319
343280.9923402748,388528.0527954262
339369.9928306222,389545.9594698046
343330.0186785551,395143.9699374533
335532.00550996367,388977.99248449126
338508.9952571715,397278.0428098166
343230.9757345363,387228.96919255564
333866.9896972098,386098.04479880945
339236.9782708283,389239.0102281451
337301.96473954956,391052.9693043613
339668.0174347935,388232.99247464683
336231.02651487826,392917.0036330437
342913.02529695677,393921.9465478144
334970.01722695096,389958.0514849323
335573.9848779473,394658.03359668166
341572.98552133667,389664.0266467971
338094.01836722635,389340.0425992589
342779.9896768347,391985.97252220317
339450.9939277792,387526.9940959668
339805.99168401794,391258.0212364847
334689.979202998,390429.01251024666
335428.98892522685,389685.9507966293
342314.0297433709,384864.9842653905
339531.01272324455,395994.9502151533
336975.0276284345,389934.9502247096
334714.0105749696,390324.9783324408
334447.9690998059,395179.0086817859
339099.0251122641,391243.03080713766
335719.97193699976,395428.03402399464
335488.9685734422,390618.01000455976
336220.99795152637,396055.0378550749
338362.0009854276,388785.9980950912
333666.99672801583,395958.0014842905
340101.0278021471,385003.01390065753
338854.0191691545,384728.96650608536
334785.01790875883,390199.0447876392
335624.9896995062,389815.02471263485
342861.97690945095,393017.972029235
338808.9746719044,391679.0449671116
338655.9836539231,389536.01591372024
338770.01949384104,391391.03258795146
334843.98999847757,390126.01947328023
339677.0137960295,390182.044558678
336114.0129970959,389376.0145131921
340351.97008470434,392688.0072714049
337384.0252498369,391285.99090612266
334603.9955171958,390509.9791754501
336439.02584756096,387412.9933347736
335501.9982253916,393432.04784948885
335544.0216328462,387973.9659367903
338495.9880249552,389602.959650298
342044.01565644454,392749.9806871967
335675.019576202,395018.9512843206
336701.00991488143,391025.0269086043
339677.0137960295,390182.044558678
340606.9991551659,391843.9569724084
340041.0192933361,385274.03633735614
337730.98564523796,394765.9966528514
343895.00314300077,385945.9737715605
340868.9669044152,385018.96864898485
337265.9924023943,393053.0455668628
338004.96986245154,389085.96012802795
343205.00692730147,387981.9856750778
339784.9659428223,391246.04932027095
339226.9852409099,388402.96959192597
342043.9726491076,388527.0034853877
335756.0257725939,390738.9998694757
342871.01679913775,387762.0250282177
343584.0272437982,385650.02973728057
345794.0137760315,397623.98540506716
334964.9878360995,390322.9713604873
342871.01679913775,387762.0250282177
334905.00900104555,390075.99947483354
338695.99966024974,397127.9593067654
341409.97060023673,389795.99920284236
341477.0031449818,391640.961121755
335854.9983368425,394228.0520463909
336180.9723004317,387039.0404462034
341044.0059365568,391736.016122159
342274.0079289286,387749.0104760296
341363.0117523764,385746.96177342173
337163.01245847775,387517.94517654297
340868.9669044152,385018.96864898485
337488.9768742486,387556.0275034599
343593.00162790803,383818.9629289367
337458.99986900744,388551.04178496246
340774.0298717941,394195.0423236425
335688.01331583207,391297.04570153425
337896.97398973943,395128.9962364348
341574.0179365496,397427.9606602939
334964.9878360995,390322.9713604873
335765.02999427606,390844.02657283325
340774.0298717941,394195.0423236425
335311.97116479324,393015.046030079
334301.02176974836,390813.04257251177
343336.96747308807,394886.9737234022
340905.9994330793,388873.96963955316
336660.99630601285,392466.042484855
337166.9952720364,391157.01409681205
339719.96778462024,387913.99839770707
339666.96648854355,385002.95220709057
335422.0175688567,397343.0422281515
335844.96814586443,396235.04272956087
339949.0184623548,390694.9753334713
339450.9939277792,387526.9940959668
344817.9709277215,386244.00875500625
339391.01680719585,387082.0279453971
335522.9915506438,391588.03322960826
339110.0087727411,394625.9753603638
338530.0291563974,389792.00561814837
342849.0108692959,389191.0436570335
342372.0132235184,386853.0247337284
342043.9726491076,388527.0034853877
344452.00552557525,391519.98717689887
333467.97754154133,396134.04703297844
342568.0112292091,392547.98481120885
334226.0135182852,390117.98288167536
334485.9718803478,390572.0298137607
334674.0274304579,393319.0095429968
339614.9812131065,393281.9542762995
334295.0120872247,394443.967543306
338140.0105825053,392538.0492740919
335503.0232711796,393477.9880709041
334706.0082433755,391620.03964924597
342072.02679044043,397414.038183022
337352.96600991086,392751.0237228889
338899.0057921887,385973.0104588797
336578.96637974214,392191.97416333045
336891.02940111724,394518.9895900485
333133.9789936625,385317.97954499896
334964.9878360995,390322.9713604873
335891.9755051201,387824.0412881571
335293.0141057245,390027.9549513972
338363.0040710803,392045.00510875834
342434.0013331532,386051.0537606527
334516.0281733255,391572.03647490736
335009.0076705049,396518.9644328512
335492.0137120776,394892.0381493235
338853.007807642,389817.9777336068
335869.0187423184,389351.95312556566
336607.9926819015,387068.0262248118
336603.99022956693,391330.9777465535
335266.97290977754,389840.04411706317
338436.0069688439,395584.04269563465
334748.01185280347,384014.0271589765
337943.0122630163,391873.0218500456
334885.99119836255,389926.04784299235
340959.01385269995,391497.9643528668
339225.01797281165,392522.9868364213
334785.01790875883,390199.0447876392
336269.98587622854,388181.00870846334
335237.9819049446,389704.02498921216
342570.01144610473,384785.99535916146
333387.0307235273,387008.0449479764
338314.96549071313,392347.05513953057
335130.0165947573,392336.0128979328
339334.9928223069,387398.9635417418
340835.0048701175,388860.94761823746
339767.0237647815,390373.9463407017
344895.0240363416,385149.9476062632
345293.9989049339,391532.98743623914
337384.0252498369,391285.99090612266
339072.992148684,393350.9914812644
335961.9680085953,390731.98176016996
339856.9882068688,390745.991069196
334624.0281271629,389890.0448909328
336476.9928987412,396863.96742334217
342966.0122884276,388402.98996426066
334903.99877151975,389479.9458919484
337889.9785672767,395268.95250053075
339531.01272324455,395994.9502151533
344442.98488427553,390235.9873787174
335781.0127730799,394538.05087399046
336226.99195782957,396573.0272416571
339525.0090748031,391055.9815861908
338458.9872593468,395482.04433249566
337301.96473954956,391052.9693043613
336110.99330738117,388436.9520861239
336660.99630601285,392466.042484855
337347.9725616598,391229.05367764854
334232.9646456456,390943.9500959571
339434.01152195694,396861.9676847747
341008.991969988,393543.9766664195
334394.0208713816,389905.0199152866
335701.01195323514,394487.9540969628
339060.0267877712,389751.99837013136
335435.9931363742,396461.03742433083
335894.0036226433,389433.9534967357
336413.0095951763,392038.98151585605
336928.97336146963,389122.97418154444
337109.9923030102,390459.0080380005
334534.0023678334,396494.03116187867
342837.0025017337,383807.98404490406
334984.96776456013,390025.05263433343
336457.9936460954,394560.9510806077
336984.97028747154,387252.04318724177
335710.0030504475,393996.021644093
334598.0216050703,397918.9630502394
339701.0189712098,395849.020230319
342255.021995287,396329.95160245744
336413.0095951763,392038.98151585605
338808.9746719044,391679.0449671116
335168.9887282713,389929.95430936164
344766.0221675823,390130.95676813193
338438.98963003093,388415.0343225278
338963.9828477976,397303.96518983156
337384.0252498369,391285.99090612266
335688.01331583207,391297.04570153425
334974.02395622066,390399.9566611327
342868.9720839719,393443.03404245386
337990.0212302251,388949.9646648504
339300.9880667853,393750.9596591599
339451.0000797007,390098.0299658902
335501.9650519448,396657.9742717847
340477.9874743542,389109.98319901
333819.9776019062,396903.9940083982
338931.0206504981,388101.01436660474
340193.01724458,384665.052372169
335066.0269518834,391212.9606625218
338100.00644791796,391089.9782936204
335099.9819634373,389673.9797733645
333252.00161174324,396787.02536623937
333977.02324823244,390683.0245216151
340905.9994330793,388873.96963955316
335099.9819634373,389673.9797733645
334480.0133274783,390323.98188853986
337828.0252752138,389594.9909128316
338316.9954916203,394220.0004264891
335325.0098507768,394094.9593369532
334442.01904959895,390370.01683758263
336200.9689679196,395688.0081385607
337677.9756752549,393914.045785511
333341.03040060436,396268.0253587705
339764.020660703,385039.9940476125
338171.97645158326,393498.985897151
333195.01089392835,386460.96567398135
333747.99900660844,391914.97522984556
339369.9928306222,389545.9594698046
337113.0081924263,392017.0547459511
337484.9668475062,389303.97996371274
339422.0173283629,388237.0214437842
339207.9937658962,391181.99090669095
344358.98482475785,390675.0228057708
342568.0112292091,392547.98481120885
338323.9818205094,397300.03786409495
342952.9877028038,393776.03981660254
341008.991969988,393543.9766664195
340774.0298717941,394195.0423236425
339701.0189712098,395849.020230319
343336.96747308807,394886.9737234022
334480.0133274783,390323.98188853986
342259.9788768928,387149.01782473247
338856.0230495415,390308.96023086185
337896.97398973943,395128.9962364348
335138.9924699556,390381.0038377126
335068.9770059694,389862.0039280561
340781.9985849638,388297.0468540282
334967.02715135855,397642.0351603094
342114.9760290407,388507.99910079915
338854.0191691545,384728.96650608536
339307.9817068792,390389.04347224004
341153.9912240061,397215.98106154636
338550.02056312194,388446.9730376893
333245.96578505245,385670.01505619334
337707.0228200069,392698.9487677755
335168.9887282713,389929.95430936164
335936.9702918079,388795.0261328808
343356.9767963013,388775.04147890443
339739.98748703283,397238.0349457995
337044.00285315694,392115.99953217944
336618.01934484154,392820.0068759944
336413.0095951763,392038.98151585605
337909.0146293926,393237.9462473567
335501.9650519448,396657.9742717847
334357.0095589864,390967.0417115156
344358.0147848705,385671.0358947443
334987.9657896465,392620.02998468076
340073.01441084675,390648.0073511067
333673.9724594558,397334.9900269895
342653.9721935648,393181.0458364985
337109.9923030102,390459.0080380005
339134.99701864726,391222.98511400545
334860.9887777729,390510.9989461273
334624.0281271629,389890.0448909328
340351.97008470434,392688.0072714049
341700.0154703873,397663.95896716847
336383.9729332514,392885.0133739053
344776.02073768916,392462.9464239041
334364.9850070958,390280.95582766697
334305.0171409395,396053.0175265418
343430.0130633921,388915.0298173244
337069.9945070086,395921.0391238971
340492.0062002842,397907.0117275578
335988.9916647396,395149.9935991528
336179.0213698386,396393.9747112619
341817.99989269447,397589.95800206315
337820.98451001523,391069.0448578912
334383.9969077446,390462.95140865195
339867.9965353017,389968.9877067718
333270.9952170924,386706.0231202077
334971.9910429416,394798.0171324516
334851.9679771512,392237.0196199738
334227.9740273691,391269.03753346886
335044.97102451033,390719.99389575137
335894.0036226433,389433.9534967357
343972.9829391169,386412.02686057205
334946.9646256593,390525.95101270534
335985.9842450971,395850.02987947466
340834.9982409483,392615.9608470866
336982.01840296725,392662.03936238005
344821.9898175965,389655.98420072626
336383.9729332514,392885.0133739053
335803.01169748546,387690.05481393175
342134.9988059587,395427.04537206393
336940.9772052256,387335.96758467046
335077.01291802723,383033.0290384628
339450.9939277792,387526.9940959668
339683.99567650753,393451.9802130573
337297.99923292437,388865.0526747252
334706.99035287846,390027.9867243078
339789.98158589343,396988.0462759085
333186.0138317123,385982.96896260965
